Judul,Industri,Tipe,Kategori,Tanggal_Post,Berlaku_Hingga,Perusahaan,Website_Perusahaan,Logo_Perusahaan,Alamat,Kota,Provinsi,Negara,Latitude,Longitude,Gaji_Min,Gaji_Max,Gaji_Currency,Gaji_Unit,Skills,Pengalaman_Bulan,Pendidikan,Deskripsi,Tentang_Perusahaan,Benefit,Apply_Langsung,Link,cleaned_text
GRAPHIC DESIGNER,"Glass, Ceramics & Concrete",FULL_TIME,Desainer Grafis & Brand,2026-03-31T03:29:09.721Z,2026-05-01,PT Summit Indonesia,http://www.summitindonesia.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0bc18aafbdc4cd6c34913846171264dd.png,Semarang,Jakarta Pusat,DKI Jakarta,ID,-6.17917,106.86806,5500000.0,7000000.0,IDR,MONTH,"Typography, Packaging Design, Brand Design, Graphic Design, Adobe Illustrator, Logo Design, Adobe Photoshop",12.0,bachelor degree,"Pendidikan min. S1 Desain Grafis, Desain Komunikasi Visual (DKV), atau bidang terkait 
 Memiliki pengalaman minimal 2 tahun sebagai Graphic Designer (diutamakan pengalaman di perusahaan material bangunan/konstruksi) 
 Menguasai software desain grafis seperti Adobe Photoshop, Illustrator, CorelDRAW, dan/atau software pendukung lainnya 
 Memahami konsep branding, layout, tipografi, dan color management yang sesuai dengan karakter industri material building 
 Mampu membuat desain untuk kebutuhan promosi offline dan online (brosur, katalog produk, spanduk, banner, media sosial, dll) 
 Memiliki pemahaman dasar mengenai produk material bangunan menjadi nilai tambah 
 Kreatif, detail-oriented, dan mampu menerjemahkan brief menjadi visual yang informatif dan menarik 
 Mampu bekerja secara mandiri maupun dalam tim 
 Disiplin, bertanggung jawab, dan mampu bekerja sesuai dengan deadline 
 Bersedia melakukan revisi desain sesuai arahan manajemen atau tim terkait",Distributor Granit,"career growth, insurance",True,https://glints.com/id/opportunities/jobs/graphic-designer/f5279e87-35b4-42d8-9ad9-484d7e202833,typography packaging design brand design graphic design adobe illustrator logo design adobe photoshop
pattern designer,Retail,FULL_TIME,Fashion Designer,2026-03-31T03:33:17.72Z,2026-05-01,Ratu Hijab,https://ratu-hijab.com/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dc065ff91e2e308d8eb1ce518f63ee9d.png,"Little Bangkok 105a, PGMTA",Jakarta Pusat,DKI Jakarta,ID,-6.1625,106.85556,2400000.0,5000000.0,IDR,MONTH,"Pattern Making, Dress Design, Fashion Design",12.0,professional certificate,"Tanggung Jawab: 
 
 Membuat dan mengembangkan motif desain sesuai dengan konsep brand dan kebutuhan produk (fashion, souvenir, tekstil, dll). 
 Menghasilkan desain motif yang original, kreatif, dan mengikuti tren pasar. 
 Melakukan riset tren desain, warna, dan pola yang sedang diminati. 
 Menyesuaikan desain dengan berbagai media (kain, printing, digital, dll). 
 Merevisi desain berdasarkan feedback dari tim creative / marketing. 
 Memastikan hasil desain siap produksi (repeat pattern, resolusi, warna akurat). 
 Berkolaborasi dengan tim produksi dan tim marketing untuk memastikan desain sesuai target market. 
 
 Kualifikasi: 
 
 Menguasai software desain seperti Adobe Illustrator, Photoshop, atau sejenisnya. 
 Memahami teknik pembuatan pattern/motif (seamless/repeat pattern). 
 Memiliki sense of design yang kuat (warna, komposisi, tren). 
 Kreatif, detail-oriented, dan mampu bekerja dengan deadline. 
 Berpengalaman di bidang desain motif menjadi nilai tambah. 
 Memiliki portofolio desain (wajib). 
 
 Output Pekerjaan: 
 
 File desain motif siap produksi (AI/PSD/PNG/JPG). 
 Pattern repeat yang rapi dan presisi. 
 Variasi warna dan versi desain. 
 Mockup aplikasi desain pada produk.",Ratu Hijab adalah merek fashion muslim yang berkomitmen untuk menyediakan produk berkualitas tinggi bagi muslimah Indonesia. Kami menghadirkan solusi fashion yang sesuai dengan nilai-nilai Islam dan menginspirasi muslimah untuk tampil modis dan percaya diri.,thr financial benefits,True,https://glints.com/id/opportunities/jobs/pattern-designer/586d6314-83d8-4ee7-978c-97221ded0f44,pattern making dress design fashion design
Senior Motion Designer,Animation,FULL_TIME,Desainer Grafis & Brand,2026-02-13T09:14:59.184Z,2026-05-01,Motion The Agency,http://www.motiontheagency.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/206adf5fb62b75eb22c3d014c2c81d95.png,"Jl. Raya Padonan No.88, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361",Badung,Bali,ID,-8.64484,115.163254,10000000.0,15000000.0,IDR,MONTH,"Adobe After Effects, Leadership, proactive, Teamwork, Typography, Motion Graphics, Figma, 3D Animation, 2D Animation",36.0,bachelor degree,"Motion The Agency is pushing the limits of motion design, and we need a talented  Senior Motion Designer  to help elevate our business and stay ahead of the competition. We’re looking for someone with fresh ideas, a proactive, a drive to lead, and the skills to take our work to the next level. 
 
  If you're passionate about pushing creative boundaries and you’re comfortable working in English (and Bali!), we want you. 
 
 Key Responsibilities 
 
 Lead and execute innovative motion design projects that exceed client expectations and elevate their brand. 
 Mentor and inspire junior designers, creating a collaborative, creative environment. 
 Stay ahead of design trends, bringing fresh ideas and new techniques to every project. 
 Drive the agency’s creative vision and contribute to business growth by delivering impactful work that sets us apart from competitors. 
 
 
 Why Motion The Agency 
 
 Competitive salary and benefits package. 
 Opportunities to work on a wide variety of exciting international projects with clients from different industries. 
 A dynamic and supportive work environment that encourages creativity and growth. 
 
 
 Ready to make an impact? Send us your CV, portfolio, and let's chat.","Motion The Agency is a motion graphics agency that specializes in creating high-quality animations, including UI, 2D, and 3D animations, primarily for Tech, B2B, SaaS marketing and business needs.","flexible work hours, sales commission financial benefits, thr financial benefits, career growth, insurance, medical coverage, bpjs tenaga kerja insurance and health",True,https://glints.com/id/opportunities/jobs/senior-motion-designer/5cbaec61-6600-4321-a6b9-af50204de3c1,adobe effects leadership proactive teamwork typography motion graphics figma animation animation
Architectural Designer & Interior Designer,Architecture & Planning,FULL_TIME,Arsitek,2026-04-01T05:25:48.043Z,2026-05-02,WIN ARSITEKTUR INTERIOR,https://www.instagram.com/winarchitecture.co,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/26e4824d8de0bfb169bcc2157652d98b.jpg,"The Belleza vOffice Jl. Arteri Permata Hijau No.34, RT.4/RW.2. Grogol Utara, Kebayoran Lama, Jakarta Selatan,  DKI Jakarta. 12210.",Jakarta Selatan,DKI Jakarta,ID,-6.24861,106.77778,5000000.0,7000000.0,IDR,MONTH,"Autodesk Revit, AutoCAD, Architectural Design, Revit",12.0,bachelor degree,"Responsibilities: 
 
      Develop architectural and interior design concepts based on project requirements and client needs 
      Prepare detailed architectural drawings and construction documentation 
      Create and develop 3D design models using Autodesk Revit 
      Compile material specifications for architectural and interior projects 
      Coordinate design plans and technical details to support project development and implementation 
 
 Qualifications : 
 
      Bachelor’s degree in Architecture, Interior Design, or a related field 
      Minimum 2 years of combined experience in architectural or interior design projects including internship and professional experience 
      Proficiency in Autodesk Revit for architectural modeling and design development 
      Understanding of construction drawings, material specifications, and design documentation 
      Ability to communicate project information and design concepts in Indonesian and English","WIN Architecture and Interior is a leading architecture and interior design studio based in Jakarta, Indonesia. We specialize in creating innovative and sustainable design solutions for a range of commercial and residential projects. Our talented team of architects, designers and support staff are driven by a shared passion for design excellence and delivering exceptional client experiences.",thr financial benefits,True,https://glints.com/id/opportunities/jobs/architectural-designer-&-interior-designer/b984e17f-6c2a-4b6f-a055-ebdf39068338,autodesk revit autocad architectural design revit
Graphic Designer,Hospital & Health Care,FULL_TIME,Desainer Grafis & Brand,2026-03-27T05:48:03.92Z,2026-04-27,Aesthetic Derma Centre,https://aestheticdermacentre.com/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5380d4cba4c8471228562f36b1c3f41a.jpeg,"Jl. Ir. H. Juanda No.88, Kota Bandung, Jawa Barat 40132",Bandung,Jawa Barat,ID,-6.88472,107.61528,4500000.0,5000000.0,IDR,MONTH,"Adobe Photoshop, Adobe Illustrator, Graphic Design",36.0,bachelor degree,"Kualifikasi 
 
 Menguasai tools desain (Adobe Photoshop, Illustrator, Canva, dll) 
 Memiliki sense of design & layout yang kuat 
 Kreatif, detail, dan mampu bekerja dengan deadline 
 Memiliki portfolio desain (WAJIB) 
 
 
 Tanggung Jawab Utama  
 
 Membuat desain visual untuk kebutuhan digital (social media, ads, dll) 
 Mengembangkan konsep visual sesuai dengan brand identity 
 Berkolaborasi dengan tim marketing & content untuk campaign 
 Menghasilkan desain yang menarik, konsisten, dan on-brand 
 Mengikuti tren desain untuk menjaga konten tetap fresh & relevan","Aesthetic Derma Centre is a health and beauty clinic that focuses on continuous quality, safety, and innovation while prioritizing exceptional service to customers and the community","meal allowance financial benefits, bpjs tenaga kerja insurance and health, medical coverage",True,https://glints.com/id/opportunities/jobs/graphic-designer/61d9c47b-b488-44c9-9d00-08c752bf1122,adobe photoshop adobe illustrator graphic design
Designer,Package/Freight Delivery,FULL_TIME,Desainer Grafis & Brand,2026-03-31T04:45:46.817Z,2026-05-01,MG Box,https://mg-box.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ae5f8c35e71726fc080c61300b957727.png,"Panjang, RT 04, Panjangrejo, Kec. Pundong, Kabupaten Bantul, Daerah Istimewa Yogyakarta, Indonesia",Bantul,DI Yogyakarta,ID,-7.96944,110.34167,1600000.0,2400000.0,IDR,MONTH,"Logo Design, Brand Design, Graphic Design, Teamwork, Adobe Photoshop, Typography, Packaging Design, CorelDRAW",12.0,high school,"Deskripsi Pekerjaan :  
 
 Membuat dan mengembangkan design kardus/Packaging box sesuai kebutuhan produk permintaan klien  
 Menyusun gambar teknis kemasan yang siap digunakan untuk proses produksi  
 Berkoordinasi dengan tim marketing, sales, dan produksi untuk memastikan design sesuai spesifikasi  
 Melakukan revisi design berdasarkan feedback internal maupun klien  
 Memastikan design kemasan memperhatikan aspek fungsi, kekuatan, efisiensi bahan, dan estetika. 
 Membuat design pisau pon 
 
 
 Kualifikasi :  
 
 Pendidikan Minimal SMA/SMK  
 Memiliki pengalaman sebagai drafter/Packaging designer diutamakan  
 Menguasai softrware design (CorelDRAW, adobe illustrator, AutoCAD, atau software sejenis.  
 Teliti, kreatif, dan mampu bekerja sesuai deadline  
 Mampu berkomunikasi dengan baik dan bekerja secara tim.","Kami adalah perusahaan yang bergerak di bidang jasa pembuatan packaging box/ kardus kemasan. Kami melayani pembuatan berbagai kebutuhan dan keperluan untuk packing dan karton box industri dengan berbagai ukuran lengkap dengan sablon sesuai pesanan. Bahan dari single wall, double wall,, marga/duplex, ivory atau sesuai pesanan anda.","career growth, bpjs tenaga kerja insurance and health, thr financial benefits",True,https://glints.com/id/opportunities/jobs/designer/46429cf9-ba97-42b8-804f-1888661b11eb,logo design brand design graphic design teamwork adobe photoshop typography packaging design coreldraw
Experienced Fashion Designer,Apparel & Fashion,FULL_TIME,Fashion Designer,2025-05-02T07:38:32.403Z,2026-04-20,PT Top Intera Jaya,https://www.linkedin.com/company/top-intera-jaya/posts/?feedView=all,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/41aafe1eaca54fca79c698af78d46ef1.jpg,"Jalan Raya Jakarta - Bogor Km 38 No 1, Sukamaju - Sidamukti, Cilodong, Depok 16514 Jawa Barat - Indonesia",Depok,Jawa Barat,ID,-6.43361,106.83167,6000000.0,10000000.0,IDR,MONTH,"corel draw, Microsoft Office, Adobe Photoshop, Teamwork, Adobe Illustrator, Fashion Design",36.0,bachelor degree,"Key Responsibilities: 
 
 Design women's bags from initial concept to final prototype, including sketches, material selection, and specifications. 
 Conduct trend research and market analysis to ensure designs are aligned with current fashion trends and consumer demands. 
 Collaborate with the production team to ensure design feasibility and quality execution. 
 Develop mood boards, color palettes, and design presentations. 
 Create and maintain a strong portfolio of innovative bag designs. 
 Ensure all designs meet brand guidelines, cost targets, and functional requirements. 
 
 
 Qualifications: 
 
 Degree in Fashion Design, Product Design, or a related field. (Preferred Degree in Fashion Product Designer) 
 Minimum 1 year of experience in fashion or accessories design 
 Proficiency in design software such as Adobe Illustrator, Photoshop, or CorelDRAW. 
 Strong understanding of materials, textures, construction, and bag-making techniques. 
 Creative, detail-oriented, and up-to-date with fashion and accessory trends. 
 Excellent communication skills and ability to work collaboratively in a team environment. 
 A compelling portfolio showcasing original bag designs (Required).","PT Top Intera Jaya adalah perusahaan yang bergerak di bidang manufakturing memproduksi aksesoris wanita khususnya itu tas dan dompet wanita. Terletak di jalan raya Jakarta - Bogor KM 38 No 1, Kelurahan Sukamaju - Sidamukti, Kecamatan Cilodong, Kota Depok. Kami memiliki beberapa brand tas andalan seperti Les Catino, Gobelini serta OGGI Indonesia yang biasa di pasarkan secara langsung maupun online. Kami aktif di beberapa platform e - commerce seperti Shopee dan Tiktok Shop. Selain itu, profil produk kami dapat di lihat di akun instagram kami pada @topinterajaya dan @lescatino","medical coverage, bpjs tenaga kerja insurance and health, meal allowance financial benefits, thr financial benefits",True,https://glints.com/id/opportunities/jobs/experienced-fashion-designer/e2450f76-37ca-4954-84db-6e7625cff80d,corel draw microsoft office adobe photoshop teamwork adobe illustrator fashion design
Internship Graphic Designer,Consumer Goods,FULL_TIME,Desainer Grafis & Brand,2026-03-10T01:20:42.076Z,2026-04-10,PT Brighty Global Sinergi,https://www.brightyofficial.com/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f7b314086b0ab1b8a717a0524be03ec1.jpg,"Ruko Topaz Jl Boulevar Barat Blok TCA No. 12, Marga Mulya, Kota Bks, Jawa Barat 17124",Bekasi,Jawa Barat,ID,-6.21028,107.005,1500000.0,2000000.0,IDR,MONTH,"Graphic Design, Adobe Photoshop, Brand Design",12.0,professional certificate,"INTERNSHIP GRAPHIC DESIGNER 
 
 RESPONSIBILITIES 
 
 Freshgraduate dipersilahkan melamar, dan terbuka untuk mahasiswa akhir tanpa jadwal kuliah (jurusan DKV, Multimedia, atau jurusan terkait) 
 Up-to-date dengan tren visual marketing, khususnya brand skincare 
 Menguasai Adobe Photoshop, Illustrator, After Effects, dan Premiere Pro 
 Kreatif, inisiatif, mampu multi-tasking 
 Memiliki pengalaman desain grafis, ilustrasi, atau motion graphic (nilai tambah) 
 Pengalaman fotografi dan videografi menjadi nilai plus 
 
 
 REQUIREMENTS 
 
 Mendesain materi komunikasi dan promosi untuk berbagai platform 
 Membuat desain visual dan layout grafis yang menarik 
 Mengembangkan konsep desain, grafis, dan layouting sesuai kebutuhan brand 
 Berkolaborasi dengan tim kreatif dan social media untuk mendukung konten 
 Mengedit foto dan video untuk kebutuhan iklan dan media sosial","Brighty adalah brand kecantikan yang berdiri sejak 2020. Kami berkomitmen untuk memberikan produk dengan bahan berkualitas tinggi yang membuat kulit kembali cantik, lebih sehat dan ternutrisi.","career growth, thr financial benefits, medical coverage",True,https://glints.com/id/opportunities/jobs/internship-graphic-designer/785f31bf-7d30-4ce3-a8da-14dd147d6596,graphic design adobe photoshop brand design
Fashion Designer,Apparel & Fashion,FULL_TIME,Fashion Designer,2026-03-13T06:16:50.245Z,2026-04-13,PT. Thenblank Kreasi Indonesia,http://www.career.thenblank.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1925bdb950b925a4d4fc544f3b8e8362.png,"Jl. Margonda No.263B, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16423",Depok,Jawa Barat,ID,-6.37306,106.81889,5000000.0,7000000.0,IDR,MONTH,"Fashion Design, Pattern Making, Fashion Brand Sales",12.0,professional certificate,"Fashion Designer 
 
 Requirements : 
 - Bachelor's or Associate's degree in fashion design 
 - Minimum 2 years experience in the related field 
 - Excellent creativity with a good sense of fashion and style 
 - In-depth knowledge of garment technology, patterns and sewing 
 - Incredible attention to detail  
 
 Responsibilities : 
 - Researching current fashion trends and determining what consumers will like. 
 - Collaborating with the design team to develop ideas for new products based on research data. 
 - Designing sketches for new products 
 - Testing and deciding on fabrics, colors, patterns and textures for each design 
 - Overseeing the production of designs, including carrying out fittings  
 - Presenting story, mood, color boards, and samples to team  
 - Style looks for photoshoots, fashion shows, and campaign presentations to ensure cohesive visual storytelling aligned with the brand identity","THENBLANK is a local fashion brand that prioritizes quality, comfort, minimalist, and timeless style, established in 2012. 
 
 We’re committed to always give you a better daily-wear with timeless and minimalist design as our guide, either casual, semi-formal, or formal look, that you’ll love to wear anywhere and anytime. All of our collection were made with a great attention to material selection, cutting, and accessories, all made by Indonesian, in Indonesia.  
 Dress well, keep it simple!","professional development, career growth, loans, team building events, vacation and leaves, gifts and vouchers, work station",True,https://glints.com/id/opportunities/jobs/fashion-designer/ed4a105d-b9d0-4c77-809a-8023bca69143,fashion design pattern making fashion brand sales
graphic designer junior,Apparel & Fashion,FULL_TIME,Desainer Grafis & Brand,2026-03-10T04:53:03.216Z,2026-04-10,Tome Ame Official,http://www.tomeame.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a0bafc15189104516dd25865852f7030.jpg,Jl. Sembarani No.2 Arcamanik,Bandung,Jawa Barat,ID,-6.92028,107.67722,3000000.0,4000000.0,IDR,MONTH,"Brand Design, Graphic Design, Adobe Illustrator, Typography, Adobe Photoshop, Motion Graphics",12.0,bachelor degree,"1. Membuat desain visual untuk kebutuhan media sosial, marketplace, dan campaign promosi. 
 2. Mengadaptasi desain ke berbagai format dan ukuran sesuai kebutuhan platform. 
 3. Melakukan revisi desain berdasarkan arahan tim Creative / Marketing. 
 4. Membantu pembuatan materi visual seperti banner promo, katalog, dan konten branding. 
 5. Berkoordinasi dengan tim Creative, Marketing, dan Social Media untuk kebutuhan desain. 
 6. Mengelola dan menyimpan file desain secara rapi sesuai brand guideline.","Tomeame Official adalah brand fashion & lifestyle yang berfokus pada pengembangan produk modern dengan desain yang simpel, stylish, dan relevan dengan tren saat ini. Kami hadir untuk memberikan pilihan fashion yang tidak hanya menarik secara visual, tetapi juga nyaman digunakan dalam berbagai aktivitas sehari-hari. 
 Kami percaya bahwa fashion merupakan bentuk ekspresi diri. Oleh karena itu, Tomeame Official berkomitmen untuk menghadirkan produk yang mampu merepresentasikan karakter, kepercayaan diri, dan gaya hidup generasi masa kini. 
 Dalam prosesnya, kami mengutamakan kualitas bahan, detail desain, serta pengalaman pelanggan secara menyeluruh. Tim kami terdiri dari individu kreatif dan adaptif yang terus berinovasi untuk menciptakan produk yang fresh dan kompetitif di industri fashion. 
 Sebagai brand yang sedang berkembang, Tomeame Official membuka peluang bagi talenta muda untuk bertumbuh bersama, berkontribusi, dan menjadi bagian dari perjalanan kami dalam membangun brand fashion yang kuat di pasar lokal maupun global.","thr financial benefits, travel, bpjs tenaga kerja insurance and health, career growth",True,https://glints.com/id/opportunities/jobs/graphic-designer-junior/1bf8785f-ffea-4ba7-bf43-357bf338e4df,brand design graphic design adobe illustrator typography adobe photoshop motion graphics
Curriculum Designer,Education Management,FULL_TIME,Posisi Pelatihan Khusus Lainnya,2026-03-18T06:15:35.106Z,2026-04-18,Luarsekolah,http://www.luarsekolah.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7fb3963c1b8ce3802e0b5fc37f840652.jpg,"Centennial Tower Lt 29, Kav 24-25, Unit D-E, Jl. Gatot Subroto No.27, RT.2/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",Bandung,Jawa Barat,ID,-6.89361,107.63667,4000000.0,5000000.0,IDR,MONTH,"Training, Teamwork, Curriculum Development",12.0,bachelor degree,"Deskripsi Jabatan 
 Mengembangkan kurikulum pelatihan untuk produk pelatihan B2C maupun B2B, mulai dari proses Training Needs Analysis (TNA), penyusunan silabus, RPP, hingga penyusunan alat evaluasi pembelajaran. Bertanggung jawab menyiapkan brief/script untuk produksi media pelatihan serta melakukan kurasi terhadap hasil produksi materi pembelajaran agar sesuai dengan standar kualitas pembelajaran. 
 
 Kualifikasi 
 • Pria / Wanita, usia 23 – 30 tahun 
 • Pendidikan minimal D3/S1, diutamakan dari bidang Pendidikan, Psikologi, atau bidang terkait 
 • Memiliki pengalaman minimal 1 tahun dalam pengembangan kurikulum, penyusunan materi pelatihan, atau instructional design 
 • Memahami proses Training Needs Analysis (TNA) dan pengembangan kurikulum pembelajaran 
 • Mampu menyusun silabus, RPP, dan alat evaluasi pembelajaran secara sistematis 
 • Memiliki kemampuan analisis dan penyusunan materi pembelajaran yang terstruktur 
 • Mampu bekerja secara kolaboratif dalam tim 
 
 Kemampuan Lainnya 
 • Memiliki kemampuan bahasa Jepang menjadi nilai tambah 
 • Terbiasa menggunakan Google Workspace (Drive, Docs, Spreadsheet, Slides, Calendar)","Luarsekolah is a vocational learning and teaching marketplace startup, providing curated online and offline courses to help Indonesian millennials learning and mastering new skills that support the industry 4.0 needs. Currently, Luarsekolah have 800.000+ alumni spread throughout Indonesia.","thr financial benefits, flexible work hours, medical coverage",True,https://glints.com/id/opportunities/jobs/curriculum-designer/5a0116af-38f2-4638-9162-4a9eb0a4ed5a,training teamwork curriculum development
Graphic Designer,Design,FULL_TIME,Desainer Grafis & Brand,2026-03-30T01:50:22.427Z,2026-04-30,PT Delightly Digital Solusi,http://delightly.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6ed90a284ba1d19e4ce84edbdcfee656.png,"Komplek Cimindi Raya Blok C-11, RT 04 RW 04, Kelurahan Pasir Kaliki, Kecamatan Cimahi Utara, Kota Cimahi, Provinsi Jawa Barat",Cimahi,Jawa Barat,ID,-6.8625,107.55083,2000000.0,4000000.0,IDR,MONTH,"Typography, Graphic Design, Adobe Photoshop, Logo Design, Packaging Design, Brand Design, Adobe Illustrator",12.0,high school,"Logo Designer Perusahaan (Corporate & Branding) 
 
 Kami sedang mencari Logo Designer yang fokus pada pembuatan logo perusahaan dan branding, bukan sekadar desain logo dekoratif. Posisi ini cocok untuk kandidat yang terbiasa bekerja berdasarkan brief, cepat dalam pengerjaan, siap revisi, dan mampu mengikuti target serta alur kerja perusahaan. 
 
 Job Description 
 • Membuat logo perusahaan sesuai brief klien 
 • Mengembangkan konsep visual branding yang relevan dengan bisnis klien 
 • Mengerjakan revisi dengan cepat, rapi, dan sesuai arahan 
 • Menyesuaikan hasil desain dengan deadline dan ekspektasi klien yang realistis 
 • Mengikuti SOP, alur revisi, dan sistem kerja perusahaan 
 
 Kualifikasi 
 • Berpengalaman sebagai Logo Designer atau Brand Designer 
 • Wajib memiliki portofolio logo perusahaan atau branding 
 • Paham perbedaan antara logo yang hanya estetik dan logo yang tepat untuk brand 
 • Mampu bekerja cepat tanpa menurunkan kualitas desain 
 • Terbiasa bekerja dengan brief, revisi, dan deadline 
 • Bisa mengikuti gaya kerja perusahaan, bukan hanya gaya pribadi 
 • Menguasai Adobe Illustrator 
 • Teliti, komunikatif, disiplin, dan bertanggung jawab",agensi yang membantu ukm untuk bertumbuh bersama.,"professional development, thr financial benefits, travel, perform bonus financial benefits, meal allowance financial benefits",True,https://glints.com/id/opportunities/jobs/graphic-designer/1dec3a68-b134-40b9-8831-0953d40fd169,typography graphic design adobe photoshop logo design packaging design brand design adobe illustrator
Graphic Designer,Food & Beverages,CONTRACTOR,Desainer Grafis & Brand,2026-04-06T06:27:34.12Z,2026-05-07,Adhya Group,https://www.adhya.id/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0a368a759acda7faee5b5b17c1d0e878.jpeg,"Tengah, People & Place - Adhya Business Center, Palmerah
Jl. Bang Pitung No.396, RT.1/RW.11, Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540",Jakarta Selatan,DKI Jakarta,ID,-6.24444,106.8,8000000.0,9000000.0,IDR,MONTH,"Logo Design, Packaging Design, Brand Design, Typography, Graphic Design, Adobe Photoshop, Adobe Illustrator",36.0,bachelor degree,"Pendidikan minimal D3//S1 Desain Grafis, DKV, atau bidang terkait 
 Memiliki pengalaman minimal 2–4 tahun sebagai Graphic Designer, diutamakan dari industri F&B, hospitality, atau luxury brand 
 Memiliki sense of design yang kuat, khususnya dalam branding premium / high-end aesthetic 
 Menguasai software desain seperti Adobe Photoshop, Illustrator, InDesign (After Effects / Premiere menjadi nilai tambah) 
 Berpengalaman dalam membuat materi visual untuk kebutuhan marketing (social media, menu, packaging, campaign, dll.) 
 Memahami prinsip visual branding, typography, layout, dan color theory dengan baik 
 Mampu menerjemahkan konsep brand menjadi visual yang elegan, konsisten, dan menarik 
 Memiliki kemampuan photo editing & basic photography (nilai tambah jika memahami food photography) 
 Detail-oriented dan memiliki standar kualitas visual yang tinggi 
 Mampu bekerja secara cepat dengan deadline tanpa mengurangi kualitas 
 Memiliki kemampuan komunikasi yang baik dan mampu bekerja sama dengan tim marketing maupun operasional 
 Up-to-date dengan tren desain, khususnya di industri F&B premium dan lifestyle","Adhya adalah group usaha yang bergerak melalui 4 pilar bisnis: Property & hospitality, Media & Entertainment, Creative, Food & beverage, Product & Services. Meski masing – masing dikelola secara independen, namun dipersatukan kesamaan nilai dan budaya","bpjs tenaga kerja insurance and health, medical coverage, career growth, thr financial benefits",True,https://glints.com/id/opportunities/jobs/graphic-designer/5b924fdb-b134-4f95-9d97-ce5b70c5839b,logo design packaging design brand design typography graphic design adobe photoshop adobe illustrator
